description,actual_year_built,square_feet,number_of_buildings,parcel_id
DOWNTOWN RETAIL,1920,4050,1,171B5 A008A
DOWNTOWN RETAIL,1920,4158,1,171B5 A008A
DOWNTOWN RETAIL,1920,7736,1,171B5 A008A
