description,actual_year_built,square_feet,number_of_buildings,parcel_id
MULTIFAMILY RES-GENERAL,1992,3768,1,171B4 A009
MULTIFAMILY RES-GENERAL,1992,7920,1,171B4 A009
MULTIFAMILY RES-GENERAL,1992,3768,1,171B4 A009
MULTIFAMILY RES-GENERAL,1992,7920,1,171B4 A009
MULTIFAMILY RES-GENERAL,1992,3768,1,171B4 A009
MULTIFAMILY RES-GENERAL,1992,7920,1,171B4 A009
MULTIFAMILY RES-GENERAL,1992,3768,1,171B4 A009
MULTIFAMILY RES-GENERAL,1992,7920,1,171B4 A009
