"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171B4 F006H","162 MITCHELL ST","1/29/2021","$599,000.00","Qualified","FM","0","Residential","2005","2160","$277.31","5145R-ARCHES @ MITCH"
"171B4 F006B","186 MITCHELL ST","1/8/2016","$350,000.00","Qualified","FM","0","Residential","2005","2160","$162.04","5145R-ARCHES @ MITCH"
"171B4 F006J","154 MITCHELL ST","4/28/2017","$360,000.00","Qualified","FM","0","Residential","2005","2160","$166.67","5145R-ARCHES @ MITCH"
"171B4 F006C","182 MITCHELL ST","3/18/2016","$372,000.00","Qualified","FM","0","Residential","2005","2160","$172.22","5145R-ARCHES @ MITCH"
"171B4 F006E","174 MITCHELL ST","11/6/2015","$335,000.00","Qualified","FM","0","Residential","2005","2160","$155.09","5145R-ARCHES @ MITCH"
