"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171A3 N017","225 S CHURCH ST","5/20/2021","$620,000.00","Qualified","FM","0","Residential","1984","2736","$226.61","5028R-DEARING"
"171A3 N019","245 S CHURCH ST","1/30/2015","$350,000.00","Qualified","FM","0","Residential","1985","2543","$137.63","5028R-DEARING"
"171A3 N019","245 S CHURCH ST","4/9/2021","$575,000.00","Qualified","FM","0","Residential","1985","2543","$226.11","5028R-DEARING"
"171A3 N014","265 DEARING ST","7/31/2020","$605,000.00","Qualified","FM","0","Residential","1984","2780","$217.63","5028R-DEARING"
"171A3 N021","265 S CHURCH ST","1/11/2019","$498,000.00","Qualified","FM","0","Residential","1985","2471","$201.54","5028R-DEARING"
"171A3 N016","215 S CHURCH ST","11/10/2014","$319,000.00","Qualified","FM","0","Residential","1984","2541","$125.54","5028R-DEARING"
"171A3 N016","215 S CHURCH ST","9/5/2018","$544,250.00","Qualified","FM","0","Residential","1984","2541","$214.19","5028R-DEARING"
"171A3 N015","255 DEARING ST","10/27/2017","$423,650.00","Qualified","FM","0","Residential","1984","2541","$166.73","5028R-DEARING"
"171A3 N018","235 S CHURCH ST","5/17/2017","$414,000.00","Qualified","FM","0","Residential","1984","2736","$151.32","5028R-DEARING"
