"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171A5 B207","269 N HULL ST 207","12/17/2020","$263,000.00","Qualified","FM","0.02","Commercial","1920","869","$302.65","5182R-COTTON EXCHANGE"
"171A5 B203","269 N HULL ST 203","11/30/2018","$235,000.00","Qualified","FM","0.02","Commercial","1920","931","$252.42","5182R-COTTON EXCHANGE"
"171A5 B206","269 N HULL ST 206","7/26/2017","$220,000.00","Qualified","FM","0.02","Commercial","1920","866","$254.04","5182R-COTTON EXCHANGE"
"171A5 B206","269 N HULL ST 206","7/29/2020","$294,000.00","Qualified","FM","0.02","Commercial","1920","866","$339.49","5182R-COTTON EXCHANGE"
"171A5 B201","269 N HULL ST 201","3/28/2018","$237,000.00","Qualified","FM","0.02","Commercial","1920","846","$280.14","5182R-COTTON EXCHANGE"
"171A5 B201","269 N HULL ST 201","5/29/2020","$270,000.00","Qualified","FM","0.02","Commercial","1920","846","$319.15","5182R-COTTON EXCHANGE"
"171A5 B208","269 N HULL ST 208","2/12/2020","$252,000.00","Qualified","FM","0.02","Commercial","1920","784","$321.43","5182R-COTTON EXCHANGE"
"171A5 B210","269 N HULL ST 210","1/10/2020","$250,000.00","Qualified","FM","0.02","Commercial","1920","840","$297.62","5182R-COTTON EXCHANGE"
"171A5 B209","269 N HULL ST 209","12/13/2019","$250,000.00","Qualified","FM","0.02","Commercial","1920","767","$325.95","5182R-COTTON EXCHANGE"
"171A5 B217","269 N HULL ST 217","12/13/2019","$250,000.00","Qualified","FM","0.02","Commercial","1920","901","$277.47","5182R-COTTON EXCHANGE"
"171A5 B215","269 N HULL ST 215","12/12/2019","$245,000.00","Qualified","FM","0.02","Commercial","1920","910","$269.23","5182R-COTTON EXCHANGE"
"171A5 B216","269 N HULL ST 216","10/30/2019","$240,000.00","Qualified","FM","0.02","Commercial","1920","907","$264.61","5182R-COTTON EXCHANGE"
"171A5 B212","269 N HULL ST 212","4/13/2018","$268,500.00","Qualified","FM","0.02","Commercial","1920","896","$299.67","5182R-COTTON EXCHANGE"
"171A5 B212","269 N HULL ST 212","8/30/2019","$289,000.00","Qualified","FM","0.02","Commercial","1920","896","$322.54","5182R-COTTON EXCHANGE"
"171A5 B202","269 N HULL ST 202","5/10/2016","$204,000.00","Qualified","FM","0.01","Residential","1920","638","$319.75","5182R-COTTON EXCHANGE"
"171A5 B202","269 N HULL ST 202","3/1/2019","$235,000.00","Qualified","FM","0.01","Residential","1920","638","$368.34","5182R-COTTON EXCHANGE"
"171A5 B205","269 N HULL ST 205","3/31/2017","$180,500.00","Qualified","FM","0.01","Commercial","1920","609","$296.39","5182R-COTTON EXCHANGE"
"171A5 B204","269 N HULL ST 204","3/23/2018","$250,000.00","Qualified","FM","0.02","Commercial","1920","886","$282.17","5182R-COTTON EXCHANGE"
"171A5 B211","269 N HULL ST 211","11/21/2017","$237,500.00","Qualified","FM","0.02","Commercial","1920","874","$271.74","5182R-COTTON EXCHANGE"
"171A5 B214","269 N HULL ST 214","6/22/2017","$220,000.00","Qualified","FM","0.02","Commercial","1920","902","$243.90","5182R-COTTON EXCHANGE"
"171A5 B213","269 N HULL ST 213","4/25/2014","$175,000.00","Qualified","FM","0.02","Commercial","1920","872","$200.69","5182R-COTTON EXCHANGE"
