"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"163D4 H003","170 CHICOPEE BLVD","12/19/2019","$431,450.00","Qualified","FM","0.3","Residential","2019","2516","$171.48","4058R-FIRST& VINE"
"163D4 J001B","139 CHICOPEE BLVD","11/19/2019","$411,000.00","Qualified","FM","0.22","Residential","2019","2364","$173.86","4058R-FIRST& VINE"
"163D4 J001D","249 PEARL ST","11/7/2019","$352,880.00","Qualified","FM","0.22","Residential","2019","1880","$187.70","4058R-FIRST& VINE"
"163D4 I004A","14 VINE ST","10/18/2018","$36,000.00","Qualified","LM","0.12","Residential","","","$0.00","4058R-FIRST& VINE"
"163D4 I004A","14 VINE ST","9/13/2019","$40,000.00","Qualified","LM","0.12","Residential","","","$0.00","4058R-FIRST& VINE"
"163D4 H008","110 CHICOPEE BLVD","6/28/2019","$369,475.00","Qualified","FM","0.27","Residential","2019","2028","$182.19","4058R-FIRST& VINE"
"164C3 A005","135 OAKRIDGE AVE","2/28/2014","$139,000.00","Qualified","FM","0.2","Residential","1965","1395","$99.64","4058R-FIRST& VINE"
"164C3 A005","135 OAKRIDGE AVE","7/22/2019","$230,000.00","Qualified","FM","0.2","Residential","1965","1395","$164.87","4058R-FIRST& VINE"
"163D4 H004","158 CHICOPEE BLVD","7/8/2019","$420,625.00","Qualified","FM","0.29","Residential","2019","2666","$157.77","4058R-FIRST& VINE"
"163D4 H006","134 CHICOPEE BLVD","7/8/2019","$395,913.00","Qualified","FM","0.23","Residential","2019","2313","$171.17","4058R-FIRST& VINE"
"163D4 H012A","146 CHICOPEE BLVD","7/3/2019","$419,035.00","Qualified","FM","0.22","Residential","2019","2376","$176.36","4058R-FIRST& VINE"
"163D4 H007","122 CHICOPEE BLVD","7/3/2019","$426,875.00","Qualified","FM","0.27","Residential","2019","2666","$160.12","4058R-FIRST& VINE"
"164C3 B004","145 HILLSIDE ST","4/8/2016","$279,900.00","Qualified","FM","0.19","Residential","2012","432","$142.23","4058R-FIRST& VINE"
"164C3 B004","145 HILLSIDE ST","6/27/2019","$364,000.00","Qualified","FM","0.19","Residential","2012","432","$184.96","4058R-FIRST& VINE"
"163D4 H016A","187 FIRST ST","5/1/2019","$154,600.00","Qualified","FM","0.21","Residential","1950","1048","$147.52","4058R-FIRST& VINE"
"163D4 H012","179 FIRST ST","3/22/2019","$170,000.00","Qualified","FM","0.21","Residential","1947","1409","$120.65","4058R-FIRST& VINE"
"164C3 C005C","250 FIRST ST","1/31/2019","$210,000.00","Qualified","FM","0.17","Residential","2007","1460","$143.84","4058R-FIRST& VINE"
"171B2 D006A","109 FIRST ST","10/25/2018","$176,000.00","Qualified","FM","0.11","Residential","2007","1824","$96.49","4058R-FIRST& VINE"
"164C3 C002","227 HILLSIDE ST","9/12/2018","$220,000.00","Qualified","FM","0.18","Residential","1930","1074","$204.84","4058R-FIRST& VINE"
"164C3 E002B","107 MORELAND AVE","6/29/2018","$163,200.00","Qualified","FM","0.23","Residential","2005","1410","$115.74","4058R-FIRST& VINE"
"164C3 C003D","237 HILLSIDE ST","6/22/2018","$217,500.00","Qualified","FM","0.12","Residential","2005","1554","$139.96","4058R-FIRST& VINE"
"163D4 I003B","18 VINE ST","6/5/2018","$193,000.00","Qualified","FM","0.12","Residential","2006","1612","$119.73","4058R-FIRST& VINE"
"163D4 I003","171 A FIRST ST","6/5/2018","$193,000.00","Qualified","FM","0.11","Residential","2006","1612","$119.73","4058R-FIRST& VINE"
"163D4 I003A","171 C FIRST ST","6/5/2018","$193,000.00","Qualified","FM","0.11","Residential","2006","1612","$119.73","4058R-FIRST& VINE"
"164C3 D001","213 FIRST ST","11/30/2017","$205,000.00","Qualified","FM","0.29","Residential","1945","1059","$193.58","4058R-FIRST& VINE"
"164C3 C005","230 FIRST ST","6/4/2015","$147,500.00","Qualified","FM","0.27","Residential","1955","1001","$147.35","4058R-FIRST& VINE"
"164C3 C005","230 FIRST ST","8/21/2017","$165,500.00","Qualified","FM","0.27","Residential","1955","1001","$165.33","4058R-FIRST& VINE"
"164C3 A023","150 HILLSIDE ST","5/1/2014","$99,900.00","Qualified","FM","0.21","Residential","1960","955","$104.61","4058R-FIRST& VINE"
"164C3 A023","150 HILLSIDE ST","7/28/2017","$150,000.00","Qualified","FM","0.21","Residential","1960","955","$157.07","4058R-FIRST& VINE"
"164C3 E002C","109 MORELAND AVE","3/13/2017","$165,000.00","Qualified","FM","0.23","Residential","2005","1554","$106.18","4058R-FIRST& VINE"
"164C3 A019","190 HILLSIDE ST","8/3/2016","$30,000.00","Qualified","LM","0.24","Residential","","","$0.00","4058R-FIRST& VINE"
"164C3 B017","174 FIRST ST","7/13/2016","$146,000.00","Qualified","FM","0.28","Residential","1945","1177","$124.04","4058R-FIRST& VINE"
"164C3 A004","129 OAKRIDGE AVE","6/29/2016","$182,000.00","Qualified","FM","0.21","Residential","1945","1103","$165.00","4058R-FIRST& VINE"
"163D4 H016B","319 RIDGE AVE","6/24/2016","$159,900.00","Qualified","FM","0.14","Residential","2004","1200","$133.25","4058R-FIRST& VINE"
"164C3 D006A","285 FIRST ST","4/21/2016","$217,150.00","Qualified","FM","0.17","Residential","2006","1276","$170.18","4058R-FIRST& VINE"
"164C3 E002","103 MORELAND AVE","3/30/2016","$150,000.00","Qualified","FM","0.23","Residential","2005","1409","$106.46","4058R-FIRST& VINE"
"164C3 A016A","230 HILLSIDE ST","3/24/2016","$182,000.00","Qualified","FM","0.34","Residential","1921","1200","$151.67","4058R-FIRST& VINE"
"164C3 A025","130 HILLSIDE ST","3/14/2016","$168,000.00","Qualified","FM","0.43","Residential","1960","2096","$80.15","4058R-FIRST& VINE"
"164C3 A016B","240 HILLSIDE ST","8/3/2015","$167,205.00","Qualified","FM","0.12","Residential","2002","1512","$110.59","4058R-FIRST& VINE"
"164C3 A018","210 HILLSIDE ST","7/31/2015","$183,000.00","Qualified","FM","0.29","Residential","1945","1529","$119.69","4058R-FIRST& VINE"
"164C3 A007","149 OAKRIDGE AVE","7/14/2015","$132,500.00","Qualified","FM","0.27","Residential","1940","1193","$111.06","4058R-FIRST& VINE"
"164C3 E002A","105 MORELAND AVE","3/17/2015","$148,000.00","Qualified","FM","0.23","Residential","2005","1534","$96.48","4058R-FIRST& VINE"
"164C3 D003","235 FIRST ST","10/31/2014","$126,725.00","Qualified","FM","0.39","Residential","1940","1131","$112.05","4058R-FIRST& VINE"
