"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171B9 A009","188 WILLIAMS ST","8/22/2017","$149,000.00","Qualified","FM","0","Residential","1988","1072","$138.99","5035R-188 WILLIAMS S"
"171B9 A009","188 WILLIAMS ST","7/14/2020","$198,000.00","Qualified","FM","0","Residential","1988","1072","$184.70","5035R-188 WILLIAMS S"
"171B9 A005","188 WILLIAMS ST","3/31/2017","$131,500.00","Qualified","FM","0","Residential","1988","1024","$128.42","5035R-188 WILLIAMS S"
"171B9 A011","188 WILLIAMS ST","8/18/2016","$132,000.00","Qualified","FM","0","Residential","1988","1024","$128.91","5035R-188 WILLIAMS S"
"171B9 A003","188 WILLIAMS ST","5/27/2016","$139,000.00","Qualified","FM","0","Residential","1988","1072","$129.66","5035R-188 WILLIAMS S"
