"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171D2 A103","225 OAK ST 103","8/23/2021","$30,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A104","225 OAK ST 104","8/23/2021","$30,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A033","225 OAK ST 33","10/16/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A033","225 OAK ST 33","8/20/2021","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A041","225 OAK ST 41","3/7/2014","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A041","225 OAK ST 41","11/4/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A041","225 OAK ST 41","8/16/2021","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A059","225 OAK ST 59","8/16/2021","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A043","225 OAK ST 43","8/13/2021","$32,000.00","Qualified","MM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A060","225 OAK ST 60","8/13/2021","$32,000.00","Qualified","MM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A061","225 OAK ST 61","8/13/2021","$32,000.00","Qualified","MM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A156","225 OAK ST 156","8/4/2021","$12,500.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A085","225 OAK ST 85","8/3/2021","$13,500.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A034","225 OAK ST 34","11/30/2015","$15,999.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A034","225 OAK ST 34","7/15/2021","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A034","225 OAK ST 34","7/15/2021","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A036","225 OAK ST 36","8/11/2017","$15,999.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A036","225 OAK ST 36","7/15/2021","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A046","225 OAK ST 46","7/15/2021","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A074","225 OAK ST 74","7/7/2021","$24,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A157","225 OAK ST 157","5/3/2021","$12,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A042","225 OAK ST 42","9/9/2020","$10,500.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A022","225 OAK ST 22","12/20/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A023","225 OAK ST 23","12/20/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A100","225 OAK ST 100","12/12/2019","$13,500.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A063","225 OAK ST 63","11/4/2019","$0.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A165","225 OAK ST 165","12/5/2016","$10,500.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A165","225 OAK ST 165","11/4/2019","$0.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A165","225 OAK ST 165","11/4/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A062","225 OAK ST 62","10/25/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A134","225 OAK ST 134","10/16/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A064","225 OAK ST 64","10/11/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
"171D2 A065","225 OAK ST 65","9/24/2019","$15,000.00","Qualified","LM","0.01","Commercial","","","$0.00","5135C-TAILGATE STATN"
