"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171A7 B009","131 E BROAD ST","7/12/2019","$100,000.00","Qualified","FM","0","Residential","1983","640","$156.25","5030R-UNIVERSITY TOW"
"171A7 B009","131 E BROAD ST","8/6/2021","$221,000.00","Qualified","FM","0","Residential","1983","640","$345.31","5030R-UNIVERSITY TOW"
"171A7 G005","131 E BROAD ST","7/15/2021","$223,100.00","Qualified","FM","0","Residential","1983","724","$308.15","5030R-UNIVERSITY TOW"
"171A7 B003","131 E BROAD ST","7/1/2021","$150,000.00","Qualified","FM","0","Residential","1983","429","$349.65","5030R-UNIVERSITY TOW"
"171A7 H005","131 E BROAD ST","8/14/2014","$87,750.00","Qualified","FM","0.02","Residential","1983","724","$121.20","5030R-UNIVERSITY TOW"
"171A7 H005","131 E BROAD ST","3/24/2017","$133,000.00","Qualified","FM","0.02","Residential","1983","724","$183.70","5030R-UNIVERSITY TOW"
"171A7 H005","131 E BROAD ST","6/18/2021","$230,000.00","Qualified","FM","0.02","Residential","1983","724","$317.68","5030R-UNIVERSITY TOW"
"171A7 B004","131 E BROAD ST","6/18/2021","$257,000.00","Qualified","FM","0","Residential","1983","887","$289.74","5030R-UNIVERSITY TOW"
"171A7 F008","131 E BROAD ST","11/15/2017","$90,000.00","Qualified","FM","0","Residential","1983","600","$150.00","5030R-UNIVERSITY TOW"
"171A7 H003","131 E BROAD ST","7/28/2017","$115,000.00","Qualified","FM","0.01","Residential","1983","611","$188.22","5030R-UNIVERSITY TOW"
"171A7 A005","131 E BROAD ST","12/22/2015","$107,500.00","Qualified","FM","0","Residential","1983","724","$148.48","5030R-UNIVERSITY TOW"
"171A7 A005","131 E BROAD ST","3/31/2017","$122,500.00","Qualified","FM","0","Residential","1983","724","$169.20","5030R-UNIVERSITY TOW"
"171A7 A005","131 E BROAD ST","3/16/2021","$245,000.00","Qualified","FM","0","Residential","1983","724","$338.40","5030R-UNIVERSITY TOW"
"171A7 A007","131 E BROAD ST","3/16/2021","$180,000.00","Qualified","FM","0","Residential","1983","640","$281.25","5030R-UNIVERSITY TOW"
"171A7 G008","131 E BROAD ST","3/15/2021","$180,000.00","Qualified","FM","0","Residential","1983","600","$300.00","5030R-UNIVERSITY TOW"
"171A7 A004","131 E BROAD ST","3/12/2021","$205,000.00","Qualified","FM","0","Residential","1983","887","$231.12","5030R-UNIVERSITY TOW"
"171A7 H009","131 E BROAD ST","5/2/2014","$127,500.00","Qualified","FM","0.02","Residential","1983","990","$128.79","5030R-UNIVERSITY TOW"
"171A7 H009","131 E BROAD ST","12/30/2020","$290,000.00","Qualified","FM","0.02","Residential","1983","990","$292.93","5030R-UNIVERSITY TOW"
"171A7 B001","131 E BROAD ST","10/5/2020","$249,900.00","Qualified","FM","0","Residential","1983","887","$281.74","5030R-UNIVERSITY TOW"
"171A7 D007","131 E BROAD ST","8/23/2017","$109,279.00","Qualified","FM","0","Residential","1983","600","$182.13","5030R-UNIVERSITY TOW"
"171A7 D007","131 E BROAD ST","9/8/2020","$192,500.00","Qualified","FM","0","Residential","1983","600","$320.83","5030R-UNIVERSITY TOW"
"171A7 D009","131 E BROAD ST","6/2/2017","$112,500.00","Qualified","FM","0","Residential","1983","640","$175.78","5030R-UNIVERSITY TOW"
"171A7 D009","131 E BROAD ST","5/26/2020","$195,000.00","Qualified","FM","0","Residential","1983","640","$304.69","5030R-UNIVERSITY TOW"
"171A7 C005","131 E BROAD ST","5/11/2020","$118,500.00","Qualified","FM","0","Residential","1983","724","$163.67","5030R-UNIVERSITY TOW"
"171A7 F001","131 E BROAD ST","2/6/2014","$81,000.00","Qualified","FM","0","Residential","1983","887","$91.32","5030R-UNIVERSITY TOW"
"171A7 F001","131 E BROAD ST","5/18/2015","$120,000.00","Qualified","FM","0","Residential","1983","887","$135.29","5030R-UNIVERSITY TOW"
"171A7 F001","131 E BROAD ST","4/30/2020","$250,000.00","Qualified","FM","0","Residential","1983","887","$281.85","5030R-UNIVERSITY TOW"
"171A7 A009","131 E BROAD ST","3/25/2015","$71,500.00","Qualified","FM","0","Residential","1983","640","$111.72","5030R-UNIVERSITY TOW"
"171A7 A009","131 E BROAD ST","12/6/2019","$110,000.00","Qualified","FM","0","Residential","1983","640","$171.88","5030R-UNIVERSITY TOW"
"171A7 H007","131 E BROAD ST","11/25/2019","$145,000.00","Qualified","FM","0.02","Residential","1983","915","$158.47","5030R-UNIVERSITY TOW"
"171A7 C002","131 E BROAD ST","6/28/2018","$71,000.00","Qualified","FM","0","Residential","1983","429","$165.50","5030R-UNIVERSITY TOW"
"171A7 D005","131 E BROAD ST","5/18/2018","$110,000.00","Qualified","FM","0","Residential","1983","724","$151.93","5030R-UNIVERSITY TOW"
"171A7 A006","131 E BROAD ST","12/15/2017","$85,000.00","Qualified","FM","0","Residential","1983","640","$132.81","5030R-UNIVERSITY TOW"
"171A7 G002","131 E BROAD ST","5/8/2017","$72,775.00","Qualified","FM","0","Residential","1983","429","$169.64","5030R-UNIVERSITY TOW"
"171A7 H004","131 E BROAD ST","4/28/2017","$194,950.00","Qualified","FM","0.03","Residential","1983","1166","$167.20","5030R-UNIVERSITY TOW"
"171A7 E003","131 E BROAD ST","3/24/2017","$73,000.00","Qualified","FM","0","Residential","1983","429","$170.16","5030R-UNIVERSITY TOW"
"171A7 E005","131 E BROAD ST","5/2/2014","$106,500.00","Qualified","FM","0","Residential","1983","724","$147.10","5030R-UNIVERSITY TOW"
"171A7 E005","131 E BROAD ST","3/24/2017","$122,500.00","Qualified","FM","0","Residential","1983","724","$169.20","5030R-UNIVERSITY TOW"
"171A7 D004","131 E BROAD ST","2/21/2017","$110,000.00","Qualified","FM","0","Residential","1983","887","$124.01","5030R-UNIVERSITY TOW"
"171A7 C003","131 E BROAD ST","3/10/2014","$61,250.00","Qualified","FM","0","Residential","1983","429","$142.77","5030R-UNIVERSITY TOW"
"171A7 B007","131 E BROAD ST","12/31/2015","$82,300.00","Qualified","FM","0","Residential","1983","600","$137.17","5030R-UNIVERSITY TOW"
