"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171B3 B001","382 E BROAD ST","7/23/2021","$1,950,000.00","Qualified","FM","0.09","Commercial","1900","4080","$0.00","4000C-DOWNTOWN"
"171B4 E013","155 MITCHELL ST","7/12/2021","$3,500,000.00","Qualified","LM","1.7","Commercial","","","$0.00","4000C-DOWNTOWN"
"171B4 A009","393 OCONEE ST","6/15/2021","$14,348,958.00","Qualified","FM","3.43","Commercial","1992","3768","$0.00","4000C-DOWNTOWN"
"171B5 B003","141 E BROAD ST","6/7/2014","$525,000.00","Qualified","LM","0.15","Commercial","2020","5188","$0.00","4000C-DOWNTOWN"
"171B4 B003","180 WILKERSON ST","3/29/2021","$275,000.00","Qualified","FM","0.1","Commercial","1946","1004","$273.90","4000C-DOWNTOWN"
"171B4 A008A","187 WILKERSON ST","3/16/2021","$285,000.00","Qualified","FM","1.45","Commercial","1981","1400","$0.00","4000C-DOWNTOWN"
"171B5 D017","283 E BROAD ST","10/5/2020","$1,593,750.00","Qualified","FM","0.03","Commercial","1890","1250","$0.00","4000C-DOWNTOWN"
"171B5 B001","115 E BROAD ST","9/4/2018","$800,000.00","Qualified","FM","0.18","Commercial","1960","2180","$0.00","4000C-DOWNTOWN"
"171B5 B001","115 E BROAD ST","2/3/2021","$1,400,000.00","Qualified","FM","0.18","Commercial","1960","2180","$0.00","4000C-DOWNTOWN"
"171B5 A001","101 E CLAYTON ST","11/2/2020","$2,300,000.00","Qualified","FM","0.07","Commercial","1900","3600","$0.00","4000C-DOWNTOWN"
"171B4 B005","138 WILKERSON ST","11/6/2015","$800,000.00","Qualified","FM","0.84","Commercial","1946","720","$281.79","4000C-DOWNTOWN"
"171B5 D016","279 E BROAD ST","9/29/2020","$1,400,000.00","Qualified","FM","0.04","Commercial","1900","1364","$0.00","4000C-DOWNTOWN"
"171A1 R002","230 FINLEY ST","8/21/2020","$5,600,000.00","Qualified","FM","1.91","Commercial","","","$0.00","4000C-DOWNTOWN"
"171B5 B005","163 E BROAD ST","8/3/2020","$925,000.00","Qualified","FM","0.05","Commercial","1900","2185","$0.00","4000C-DOWNTOWN"
"171A5 B011","240 W CLAYTON ST","9/28/2018","$1,603,000.00","Qualified","FM","0.18","Commercial","2006","2050","$0.00","4000C-DOWNTOWN"
"171A5 B011","240 W CLAYTON ST","2/29/2020","$2,225,000.00","Qualified","FM","0.18","Commercial","2006","2050","$0.00","4000C-DOWNTOWN"
"171B6 D008","401 E BROAD ST","2/21/2020","$725,000.00","Qualified","FM","0.04","Commercial","1900","3456","$0.00","4000C-DOWNTOWN"
"171B5 B004","151 E BROAD ST","1/31/2020","$800,000.00","Qualified","FM","0.06","Commercial","1900","2744","$0.00","4000C-DOWNTOWN"
"171A5 C001A","225 W CLAYTON ST","7/24/2019","$610,000.00","Qualified","FM","0.03","Commercial","1950","2480","$0.00","4000C-DOWNTOWN"
"171B5 A008A","155 E CLAYTON ST","6/12/2019","$1,576,000.00","Qualified","FM","0.27","Commercial","1920","4050","$0.00","4000C-DOWNTOWN"
"171B5 A013D","264 N LUMPKIN ST 201","6/6/2019","$354,300.00","Qualified","FM","0.04","Commercial","1900","1664","$212.92","4000C-DOWNTOWN"
"171B5 D011","114 COLLEGE AVE","5/15/2019","$885,000.00","Qualified","FM","0.04","Commercial","1900","1560","$0.00","4000C-DOWNTOWN"
"171B5 B012","164 E CLAYTON ST","5/7/2019","$6,900,000.00","Qualified","FM","0.11","Commercial","1900","4737","$0.00","4000C-DOWNTOWN"
"171B5 B013","154 E CLAYTON ST","5/7/2019","$6,900,000.00","Qualified","FM","0.04","Commercial","1900","1659","$0.00","4000C-DOWNTOWN"
"171B5 B014","144 E CLAYTON ST","5/7/2019","$6,900,000.00","Qualified","FM","0.11","Commercial","1910","4558","$0.00","4000C-DOWNTOWN"
"171B5 B015","134 E CLAYTON ST","5/7/2019","$6,900,000.00","Qualified","FM","0.06","Commercial","1900","1519","$0.00","4000C-DOWNTOWN"
"171B5 A013E","264 N LUMPKIN ST 202","4/8/2019","$359,500.00","Qualified","FM","0.03","Commercial","1900","1427","$251.93","4000C-DOWNTOWN"
"171A5 C004","296 W BROAD ST","6/30/2014","$1,430,000.00","Qualified","FM","0.38","Commercial","1950","7380","$0.00","4000C-DOWNTOWN"
"171A5 C004","296 W BROAD ST","4/4/2019","$2,000,000.00","Qualified","FM","0.38","Commercial","1950","7380","$0.00","4000C-DOWNTOWN"
"171A2 E001A","347 W HANCOCK AVE","3/25/2019","$900,000.00","Qualified","FM","0.6","Commercial","1880","5444","$165.32","4000C-DOWNTOWN"
"171A5 B009","254 W CLAYTON ST","1/2/2019","$465,000.00","Qualified","FM","0.05","Commercial","1930","1432","$0.00","4000C-DOWNTOWN"
"171A2 E001","345 W HANCOCK AVE","11/30/2018","$1,200,000.00","Qualified","FM","0.53","Commercial","1915","8352","$0.00","4000C-DOWNTOWN"
"171A2 E004","393 W HANCOCK AVE","11/20/2018","$215,000.00","Qualified","FM","0.18","Commercial","1930","2036","$0.00","4000C-DOWNTOWN"
"171B7 A001","580 E BROAD ST","11/3/2014","$3,800,000.00","Qualified","FM","0.68","Commercial","1890","10043","$0.00","4000C-DOWNTOWN"
"171B7 A001","580 E BROAD ST","10/9/2018","$8,400,000.00","Qualified","FM","0.68","Commercial","1890","10043","$0.00","4000C-DOWNTOWN"
"171B6 C009","321 E CLAYTON ST","8/20/2018","$2,100,000.00","Qualified","FM","0.06","Commercial","1920","2800","$0.00","4000C-DOWNTOWN"
