"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171A9 E007","250 W BROAD ST 507","4/1/2015","$230,000.00","Qualified","FM","0.02","Residential","2004","768","$299.48","5134R-GA GAMEDAY CTR"
"171A9 E007","250 W BROAD ST 507","9/9/2021","$385,000.00","Qualified","FM","0.02","Residential","2004","768","$501.30","5134R-GA GAMEDAY CTR"
"171A9 H006","250 W BROAD ST 806","4/2/2019","$335,000.00","Qualified","FM","0.02","Residential","2004","768","$436.20","5134R-GA GAMEDAY CTR"
"171A9 H006","250 W BROAD ST 806","8/23/2021","$350,000.00","Qualified","FM","0.02","Residential","2004","768","$455.73","5134R-GA GAMEDAY CTR"
"171A9 F020","250 W BROAD ST 620","11/14/2017","$282,350.00","Qualified","FM","0.02","Residential","2004","768","$367.64","5134R-GA GAMEDAY CTR"
"171A9 F020","250 W BROAD ST 620","8/20/2021","$395,000.00","Qualified","FM","0.02","Residential","2004","768","$514.32","5134R-GA GAMEDAY CTR"
"171A9 G001","250 W BROAD ST 701","6/13/2014","$222,865.00","Qualified","FM","0.02","Residential","2004","768","$290.19","5134R-GA GAMEDAY CTR"
"171A9 G001","250 W BROAD ST 701","8/5/2021","$415,000.00","Qualified","FM","0.02","Residential","2004","768","$540.36","5134R-GA GAMEDAY CTR"
"171A9 G004","250 W BROAD ST 704","8/4/2021","$399,400.00","Qualified","FM","0.02","Residential","2004","768","$520.05","5134R-GA GAMEDAY CTR"
"171A9 G024","250 W BROAD ST 724","6/1/2018","$307,500.00","Qualified","FM","0.02","Residential","2004","768","$400.39","5134R-GA GAMEDAY CTR"
"171A9 G024","250 W BROAD ST 724","7/26/2021","$395,000.00","Qualified","FM","0.02","Residential","2004","768","$514.32","5134R-GA GAMEDAY CTR"
"171A9 E013","250 W BROAD ST 513","7/7/2021","$235,000.00","Qualified","FM","0.01","Residential","2004","576","$407.99","5134R-GA GAMEDAY CTR"
"171A9 H016","250 W BROAD ST 816","6/20/2014","$220,000.00","Qualified","FM","0.02","Residential","2004","768","$286.46","5134R-GA GAMEDAY CTR"
"171A9 H016","250 W BROAD ST 816","6/10/2021","$350,000.00","Qualified","FM","0.02","Residential","2004","768","$455.73","5134R-GA GAMEDAY CTR"
