"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"171A9 A001","250 W BROAD ST 102","5/5/2021","$645,000.00","Qualified","FM","0.11","Commercial","2004","4760","$0.00","5134C-GA GAMEDAY COMM"
"171A9 A006","220 W BROAD ST","4/15/2020","$1,350,000.00","Qualified","FM","0.08","Commercial","1960","3657","$0.00","5134C-GA GAMEDAY COMM"
