"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"163D3 B019","872 COLLEGE AVE","7/15/2021","$160,000.00","Qualified","FM","0","Residential","1970","1044","$153.26","0079R-COLLEGE AVENUE"
"163D3 B021","880 COLLEGE AVE","6/9/2021","$150,000.00","Qualified","FM","0","Residential","1970","1044","$143.68","0079R-COLLEGE AVENUE"
"163D3 B016","860 COLLEGE AVE","6/4/2021","$220,000.00","Qualified","FM","0","Residential","1970","1044","$210.73","0079R-COLLEGE AVENUE"
"163D3 B020","876 COLLEGE AVE","5/20/2021","$222,500.00","Qualified","FM","0","Residential","1970","1174","$189.52","0079R-COLLEGE AVENUE"
"163D3 B005","816 COLLEGE AVE","5/14/2021","$150,000.00","Qualified","FM","0","Residential","1970","1044","$143.68","0079R-COLLEGE AVENUE"
"163D3 B013","848 COLLEGE AVE","3/5/2021","$150,000.00","Qualified","FM","0","Residential","1970","1174","$127.77","0079R-COLLEGE AVENUE"
"163D3 B006","820 COLLEGE AVE","10/28/2020","$85,000.00","Qualified","FM","0","Residential","1970","1044","$81.42","0079R-COLLEGE AVENUE"
"163D3 B024","892 COLLEGE AVE","7/25/2019","$78,000.00","Qualified","FM","0","Residential","1970","1044","$74.71","0079R-COLLEGE AVENUE"
"163D3 B010","836 COLLEGE AVE","9/28/2018","$71,500.00","Qualified","FM","0","Residential","1970","1044","$68.49","0079R-COLLEGE AVENUE"
"163D3 B004","812 COLLEGE AVE","6/22/2017","$65,000.00","Qualified","FM","0","Residential","1970","1044","$62.26","0079R-COLLEGE AVENUE"
"163D3 B012","844 COLLEGE AVE","10/31/2016","$62,000.00","Qualified","FM","0","Residential","1970","1174","$52.81","0079R-COLLEGE AVENUE"
"163D3 B011","840 COLLEGE AVE","10/31/2016","$62,000.00","Qualified","FM","0","Residential","1970","1174","$52.81","0079R-COLLEGE AVENUE"
"163D3 B001","800 COLLEGE AVE","2/2/2017","$66,500.00","Qualified","FM","0","Residential","1970","1044","$63.70","0079R-COLLEGE AVENUE"
"163D3 B014","852 COLLEGE AVE","10/21/2016","$62,000.00","Qualified","FM","0","Residential","1970","1044","$59.39","0079R-COLLEGE AVENUE"
"163D3 B002","804 COLLEGE AVE","10/21/2016","$58,000.00","Qualified","FM","0","Residential","1970","1044","$55.56","0079R-COLLEGE AVENUE"
